reviewerID	asin
A34LXKFO801EJM	B000034DLQ
AHD3NZHDUZ5I6	B0000365QL
A1V4VVBQBFXRHC	B0000365QL
A2ZDUS9Q4HXKBY	B0000365QL
A29313797NGT9L	B0000365QL
A28X0LT2100RL1	B0000365QL
A235UFZGCFN3J5	B0000365QL
A2BBZGVLEGIAVN	B0000365QL
A35N8F5V2PELR9	B0000365QL
A2BPW3FD2JR9ZT	B0000365QL
A2J0CYSHN37GA1	B0000365QL
A13T4T3QOSII3I	B0000365QL
ARBKYIVNYWK3C	B0000365QL
A35V32HZEGZH04	B0000365QL
A18LZ6VHS4DK69	B0000365QL
A3TBMAWIIHKHFN	B0000365QL
A1OA8BH7N6PYWV	B0000365QL
A8CKH8XB33XGN	B00003CYNU
A3T2J7YMQT11Y2	B00003CYNU
A34F15TPWKCU50	B00003CYNU
AH3OB5RZCMFGO	B00003CYNU
ABJNCFD48KB8	B00003CYNU
AZU2JDR2GVICQ	B00003CYNU
A3KNZ0DD8OK29F	B00004SDB1
A12T5NJ6ISML4A	B00004SDB1
A55UU9GHETXQT	B00004SDB1
A3OFJES10PZGEH	B00004SDB1
ACBYRARB15WL7	B00004SDB1
A32GW1R9MW0XOH	B00004SUJT
A2QVMAK0OWUTOM	B00004SUJT
A1C4ZSXQXWDJ57	B00004SUJT
A2NOW4U7W3F7RI	B00004SUJT
A13XQPWNCS2CHP	B00004SUJT
A3S3KU23F9TAAP	B00004TS2I
A3S87ZOPB3UM9N	B00004TS2I
A281T8MXBOSWY5	B00004TS2I
A1EKSETIBS9ETQ	B00004TS2I
A3RFNCMOL3FSE8	B00004TS2I
A1C6ZJNWKYK485	B00004TS2I
A3I37WRTVINAGI	B00004TS2I
A2QX58D2N5RVGB	B00004TS2L
AA91O96C1Z18W	B00004TS2L
A2TEEITC7K0M0C	B00004TS2L
ASFP250F22MDZ	B00004TS2L
A1AQYAGTO2O43P	B00004TS2L
A8X8D4BUY5DFU	B00004TS2L
A1N10E26UAQ2TF	B00004TS2L
ARX0KOX5Q01BJ	B00004TS2L
A3RFNCMOL3FSE8	B00004TS2L
A2ZFFSJ0VM6KSJ	B00004TS2L
A3I37WRTVINAGI	B00004TS2L
A3C00N4UHA5XYX	B00004U8RE
A3EXW4HNYX7HF5	B00004U8RE
A3O6TAUE2GIH9Q	B00004U8RE
AXVXIWJ6IU6KA	B00004U8RE
A10ZBR6O8S8OCY	B00004U8RE
A3IY316DRNF5F2	B00004U8RE
A2ZNMPZMLRRC8R	B00004U8RE
A3AYF9CD4PXDJR	B00004U8RE
A36A1ZYZH8568P	B00004U8RE
AU3GYRAKBUAEU	B00004U8RE
A7JGEKN140F4S	B00004U8RE
AI0BCEWRE04G0	B00004U8RE
A61D3JICC4XKR	B00004U8RE
ANZTN7BD7K6KW	B00004U8RE
A1T1YSCDW0PD25	B00004VVIX
A343264GQDQ8Z0	B00004VVIX
A35IX2GE0VC0JP	B00004VVIX
A2PK64OVZA1U8Z	B00004VVIX
A14DNCG5WHM86Z	B00004VVIX
A1IU7S4HCK1XK0	B00004VVIX
A3TB9HNQR54B5V	B00004VVIX
A36MS27KAA5S26	B00004VVIX
A2RKI7RPP5CJMG	B00004VVIX
A22CW0ZHY3NJH8	B00004VVIX
A2DN7RUNX06BZ1	B00004VVIX
A1HRYC60VTMYC0	B00004YTPX
A2UTU1T0P7YTSG	B00004YTPX
A3HQKJ7S1U19P7	B00004YTPX
AI1SSQELYZGLB	B00004YTPX
ATK5NG3C5X2II	B00004YTPX
A1Z54EM24Y40LL	B00004YTPX
A1MC6BFHWY6WC3	B00004YTPX
A1UFLVSJ3IRETQ	B00004YTPX
A221K2EDPNQEET	B00004YTPX
A3KY00QZMJQNAZ	B00004YTPX
A2L3II3XAQE3SA	B00004YTPX
AGBFIQMV9L61Y	B00004YTPX
A256JOUD8X0J7R	B00004YTPX
A35YSVE9WCK0HY	B00004YV1W
A26DG05WFGH2V0	B00004YV1W
A2L3II3XAQE3SA	B00004YV1W
AAPPWNP9FWVWS	B00004YV1W
A146J614ZNX0BT	B00004YV1W
A22CW0ZHY3NJH8	B00004YV1W
AA1ZYCEKJGG3A	B00004YV1W
A1FLIYURKY1V7Q	B00004YV1W
A3HPCRD9RX351S	B00004YV1W
ATB8MP2M9L5PM	B00004YV1W
A1K9AZ2PA8MEFY	B00004Z47L
AG88PJVD9RI74	B00004Z47L
A1J9LVA298D5OF	B00004Z47L
A1VQHH85U7PX0	B00004Z47L
A3OXB8POGTLMFY	B00004Z47L
A3EE0H0NWQ9QVL	B00004Z498
A2I98OOPNIJNYY	B00004Z498
A3H7NPNDMGLOU4	B00004Z498
A1T61QP7QHYBRQ	B00004Z498
AC4XV78EJG1QB	B00004Z498
A1HFT68GJ42LTM	B00004Z498
A28ZDVY6NV75P	B00004Z498
A2FRFAQCWZJT3Q	B00004Z498
A9KAY47NCPQS	B00004Z498
A35JP8KSV9281K	B00004Z498
A1ID17C7YF8FGI	B00004Z498
A3TX46J8SBZPG3	B00004Z498
AV3XTMK5I2AWI	B00004Z498
A2UW9WI22QKMZE	B00004Z498
A2IFKH3TJ10387	B00004Z498
A39LRLKACX89IP	B00004Z498
A4IL0CLL27Q33	B00004Z498
A7UPJYPAH73NC	B00004Z498
AXAJXJZUL2J5P	B00004Z498
A2W4014S06NAIT	B00004Z498
A16RI68PS6T5CA	B00004Z498
A2507ZYWGMY9BK	B00004Z498
A3GS7OZXUEW48R	B00004Z498
ARJIAB8SLWAOU	B00004Z498
ALSAOZ1V546VT	B00004Z498
A30ODR6WBE61UB	B00004Z498
AO96PLO6E3MJC	B00004Z498
A33TRNCQK4IUO7	B00004Z498
A2BJ9I0BQ1LH5S	B00004Z498
A32E5G5T902WRV	B00004Z498
A17771LTRWSKQ5	B00004Z498
A16ALXKQ02SKYG	B00004Z498
A2L4ZGN7GZJ95T	B00004Z498
A2GY5WCU9PKTMI	B00004Z498
A3VTOLNB5N6FVP	B00004Z498
A2L5R1F9WALW7W	B00004Z498
A1PZW5JKLA85F1	B00004Z498
AMRMK86X3PKXD	B00004Z498
A1FMWLZ9YY91XI	B00004Z498
AEASNN4Z1IWB2	B00004Z498
A3S15YGZ6W6EV2	B00004Z498
A1J6B00Z1D6PS4	B00004Z498
AWPODHOB4GFWL	B00004Z498
A3A15L96IYUO6V	B00004Z498
A18ZOHJ7ZERQ8	B00004Z498
A3VHZC3WQ6IDVX	B00004Z498
A1QBOC76MIOJYP	B00004Z498
A3A90CELVLOUP6	B00004Z498
AY1EF0GOH80EK	B00004Z498
AIPD8IR5PN4G6	B00004Z498
A1NGFGBX2VCQS8	B00004Z498
A1J75JJ0Q2OEJN	B00004Z498
A23KACXOE9O9TX	B00004Z498
A38ON1MOZNBCGE	B00004Z498
ARTHSLN5BW5PW	B00004Z498
A26JGAM6GZMM4V	B00004Z498
AUCIFMWP3DU8R	B00004Z498
A1UL2JH7XOUGM5	B00004Z498
A2X06FP2PQ6EK0	B00004Z498
A2QR043WBXXX6L	B00004Z498
AMNNPDX9MFEUD	B00004Z498
A1FUBPW8U2RYUY	B00004Z498
A24OVLPXPGS1V3	B00004Z498
A2J8DE8R94ZB02	B00004Z498
A23NSKTMSPPBTR	B00004Z498
A2PRIQ2EA5GYML	B00004Z498
A24FY1EBJ7EWLH	B00004Z4A8
A1TC2MEPRWHAST	B00004Z4A8
AAOPX9PTTOP3G	B00004Z4A8
A3F8T3BRXRX5P3	B00004Z4A8
A2FAFQZHESTCPF	B00004Z4A8
A2GN4BPR465KFS	B00004Z4A8
AICQTNH6ZETXA	B00004Z4A8
A2HRHF83I3NDGT	B00004Z4A8
A28ZDVY6NV75P	B00004Z4BV
A1R3GN9MEJFXM3	B00004Z4BV
A1KCEFHPULW0OU	B00004Z4BV
A1D3WNAJOJSQP3	B00004Z4BV
A3998OSO98YJ35	B00004Z4BV
A3EXKNVJ9W62NT	B00004Z4BV
A3EP26M3QHINXT	B00004Z4BV
A33ZYFE8XMKKR1	B00004Z4BV
A36XG2H1S14FW	B00004Z4BV
ADE6RHHG0SWWM	B00004Z4BV
A30UP2KKD5IQEP	B00004Z4BV
A2HRHF83I3NDGT	B00004Z4BV
A2T4PF3X3MC0VC	B00004Z59A
A1LBIZLET9CW1I	B00004Z59A
A1BR2U9YITHOF5	B00004Z59A
A2PGQ9D20CWD30	B00004Z59A
A1XOVR4ONAUEJ8	B00004Z59A
A3ACKWYDNR7ROA	B00004Z59A
A1D9V11QUHXENQ	B00004Z59A
AFXTKAO0CB354	B00004Z59A
ABDR6IJ93HFIO	B00004Z59A
AC2278WPK3EU	B00004Z59A
A2CBZMETQJTNEE	B00004Z59A
ADOR3TR7GDF68	B00004Z59A
AJ9M31QZSBVDP	B00004Z59A
A1Z4LX3Q1YMF84	B00004Z59A
A206IP6EERPIIG	B00004Z59A
A11YOTONCPRQ9S	B00004Z59A
AJC7WTO025631	B00004Z59A
A1HDE6VKY9U9A	B00004Z59A
A6FIAB28IS79	B00004Z59A
AAUXJAQH8HRD3	B00004Z59A
A2M102AJ057KE4	B00004Z59A
A2L9OPJAAEK08Q	B00004Z59A
ANOAFB0GOMU5C	B00004Z59A
A2F6DKMQYMI7F7	B00004Z5DW
A220R3YGCKPTBH	B00004Z5DW
A2H4GCOBMYKIZE	B00004Z5DW
A198CCH4NNLI2E	B00004Z5DW
A3TRHAU4UTBWJ6	B00004Z5DW
A22M9VM8S9YCZ6	B00004Z5DW
A11YOTONCPRQ9S	B00004Z5DW
A2CH2HX82W1KYM	B00004Z5DW
A22PER4P3LP2PU	B00004Z5DW
A3IMK08UX0I46A	B00004Z5DW
AYI9RQ4YYM9W1	B00004Z5QI
AKU18EGFF6G02	B00004Z5QI
A3FARCKMBHQZLY	B00004Z5QI
A16T0TVEUGHWUF	B00004Z5QI
A3SYP5JOEHUWDU	B00004Z5QI
AC11GZAL5N99C	B00004Z5QI
A1855L4WZL0J31	B00004Z5QI
A1XFBV9YUVZXKA	B00004Z5QI
AJJ4Z626IVKNZ	B00004Z5QI
AQCJWSMSURQI2	B00004Z5QP
A3MQAQT8C6D1I7	B00004Z5QP
AW5JSQCHC2ZJO	B00004Z5QP
A1V4VVBQBFXRHC	B00004Z5QP
A2D2LHBRSV4ZUV	B00004Z5QP
A2H2I5FY1PUHP1	B00004Z5QP
A1CBNUBPZPWH5D	B00004Z5QP
A8ZEIMTD8NDOV	B00004Z5QP
AHFGCH8LANEZK	B00004Z5QP
AE12AEJFCOGGY	B00004Z5QP
A3HOGJ49XCSCW7	B00004Z5QP
A1A1BM6N28X9J0	B00004Z5QP
A34H90POFYRHGT	B00004Z5QP
A2BMZRO0H7TFCS	B00004Z5QP
AW2BZYHG2MGSN	B00004Z5QP
A31P4BOR51YD0C	B00004Z5QP
A1K5J9J2KVPV6W	B00004Z5QP
A17771LTRWSKQ5	B00004Z5QP
A3TAS1AG6FMBQW	B00004Z5QP
A3UW0PQLDUACMH	B00004Z5QP
A11LNPG39A2ZV4	B00004Z5QP
A2RHV42BTJSVON	B00004Z5QP
AEC90GPFKLAAW	B00004Z5QP
AH7CBIWDTHXWA	B00004Z5QP
A35LT14WG5BX0T	B00004Z5QP
AROEAJRHBJ9ZT	B00004Z5QP
A3KZEGBTPH6MMF	B00004Z5QP
AH9MUK2Z52V6N	B00004Z5QP
A1M92239OM8KPO	B00004Z5QP
AXLN36UV9KGXD	B00004Z5QP
A28TWWUAWFVCTR	B00004Z5QP
A2DI7UGT3YX4Q9	B00004Z5QP
A1DRM3JV6T5O6P	B00004Z5QP
A2R126BJUZANUG	B00004Z5QP
A2L6QS8SVHT9RG	B00004Z5QP
A2AVMEB8PQOTTE	B00004Z5QP
ARBKYIVNYWK3C	B00004Z5QP
A1E5WXNTI7EO2A	B00004Z5QP
A1RRMZKOMZ2M7J	B00004Z5QP
A3BMK3DZDH0N6Q	B00004Z5QP
A4NXA2IJNE10H	B00004Z5QP
A21KNRUAA5RK5E	B00004Z5QP
AEZJTA4KDIWY8	B00004Z5RA
A3NGABXDIB0POU	B00004Z5RA
A17G8GQM941JTC	B00004Z5RA
A1GCC33SRWJD4S	B00004Z5RA
A2QD4VQQGZDLBP	B00004Z5RA
A2D9PCUCTDWVL5	B00004Z5RA
A3UW23DBF2KHWC	B00004Z5RA
AR9I9VV1UM0AX	B00004Z5RA
A1E1LEVQ9VQNK	B00004Z5RA
A3BR8K6BJMIBEY	B00004Z5RA
AW6A4PPENVZY3	B00004Z5RA
AK4HKI46S49NA	B00004Z5RA
A34F15TPWKCU50	B00004Z5RA
A3U62PW290APHL	B00004Z5RA
A1YJB0RG72LM92	B00004Z5RA
A2THNFFFYO1A6P	B00004Z5RA
A28ZDVY6NV75P	B00004Z63V
A3GF9V3CNUN9M5	B00004Z63V
A3M5WT0X6QN0Z6	B00004Z63V
A1YRIE0SGJ1PFQ	B00004Z63V
AJRJVJPTQO37H	B00004Z63V
A25MQJ83DJ24WH	B00004Z63V
A2QRXQPHDMFCQV	B00004Z63V
A2IDCSC6NVONIZ	B00004Z64M
AGLKENC7EJDYW	B00004Z64M
A2RAZD36HY2ALI	B00004Z64M
ABXANRX4GPYRZ	B00004Z64M
A35Z79KY3W7QYA	B00004Z64M
A84FLVDK2R5JF	B00004Z64M
A2S9S1Q7EJCYS4	B00004Z64M
A2BGSA31LAZZV3	B00004Z64M
A3NGABXDIB0POU	B00004Z64M
A1BXXIAROOQYNF	B00004Z64M
A3NGABXDIB0POU	B00004Z64O
A2UTU1T0P7YTSG	B00004Z64O
A17GTGSS2E5QN0	B00004Z64O
A1H0XDTT90H436	B00004Z64O
ARBKYIVNYWK3C	B00004Z64O
APHXWZJ22M17M	B00004Z64O
AC6HYEG9JT441	B00004Z64U
A2J39GPS8D4YJI	B00004Z64U
A3AHDR4F2J7YXX	B00004Z64U
AG2YXYIQ8TLTA	B00004Z64U
AY3XPKRAMKKY7	B00004Z64U
A12J7R7GAJ5FBZ	B00004Z64U
A7EU2BWLLCJY2	B00004Z64U
A26LQSC65AMTGK	B00004Z64U
A1SN0GF90DLUHI	B00004Z64U
A3J9Y6KCZ1IMGE	B00004Z64U
A16RI68PS6T5CA	B00004Z64U
A24IBBUZIHTPRQ	B00004Z64U
A1HLWQ55JSKK7R	B00004Z64U
AL4SB31UAZLXL	B00004Z64U
A33J2VWP9HXDU9	B00004Z64U
A256S0OWLFKCDC	B00004Z64U
A1TP2RW7KDI5AZ	B00004Z64U
A8WXLST0944GZ	B00004Z64U
A3AW05VYWC3LX8	B00004Z64U
A225G2TFM76GYX	B00004Z64U
A1OD0MT3I6ZVC7	B00004Z64U
A3OIC7GUFY941R	B00004Z64U
A3EJ8XHVDC0CWH	B00004Z64U
AG71XMQGQ2UTJ	B00004Z64U
A17A1KTVI3DG6U	B00004Z64U
AUV3OR951650C	B00004Z64U
A1YUL9PCJR3JTY	B00004Z64U
A3VYKXHQDICC6	B00004Z64U
A3C40PJ9YXREQ5	B00004Z64U
A2YQICWD7C1F9U	B00004Z64U
A2AVMEB8PQOTTE	B00004Z64U
A2068BC3ZXAVJQ	B00004Z64U
AACGHYIQZWVIL	B00004Z64U
A1MIWY5P4X6M4	B00004Z64U
A2NB2E5DXE319Z	B00004Z64U
A3NJDTIEZY1I06	B00004Z64U
ASY25YMTIC2A9	B00004Z64U
A22I55P15NSAOX	B00004Z64U
A1EYGH2HDZ2TB	B00004Z6NA
A261DBYQZ9N06P	B00004Z6NA
A3S87ZOPB3UM9N	B00004Z6NA
A27M75LRSJ788H	B00004Z6NA
A3P4VEVY5E7B06	B00004Z6NA
A3OXHLG6DIBRW8	B00004Z6NA
A3HEIIQCP02IBM	B00004Z6NA
ATFBVUXDIRXT6	B00004Z6NA
A36K2N527TXXJN	B00004Z6NA
A2U0LY01LK9C3E	B00004Z6NA
A33AEK6T00UR4X	B00004Z6NA
A1V3PCKVCJ3TTZ	B00004Z6NA
A2Z9S2RQD542CP	B00004Z6NA
A3TQRHIXSTUAR5	B00004Z6NA
A1E1LEVQ9VQNK	B00004Z6NA
A1RBSR39PIMNN8	B00004Z6NA
A2RLLC0EGSXPPR	B00004Z6NA
A1LIRKVD44KUZE	B00004Z6NA
A2OS3TIVAKUAHG	B00004Z6NA
A1ES9IQ5EZ4XQF	B00004Z6NA
A10Y058K7B96C6	B00004Z6NA
A3NQ9PA2ZXWPWI	B00004Z6NA
A1OS4KPCCWY936	B00004Z6NA
AQFORCKKB6F8I	B00004Z6NA
A1I4WF5YO42WR3	B00004Z6NA
AU4H7OG5UFDWO	B00004Z6NA
A2ZWCTN306P8J2	B00004Z6NA
A3JSBSXZRB2BBJ	B00004ZAGC
A2QQKIR0SWZA1	B00004ZAGC
ABDR6IJ93HFIO	B00004ZAGC
A3KY00QZMJQNAZ	B00004ZAGC
A3E44U3ZA53NC0	B00004ZAGC
A3TA1UJWRJF9NC	B00004ZAGC
A1XMNRX6G0ZS56	B00004ZAGC
AVLSGR94E3ZVE	B00004ZAGC
A2AB67XEWZYJ5Z	B00004ZAGC
A1CMD08Z49PGKQ	B00004ZAGC
AJC7WTO025631	B00004ZAGC
A2CGL6SJXR0A2D	B00004ZAGC
AKK6JKYM86PAQ	B00004ZAGC
A3NQU1649SH0Q4	B000050FZP
A335QXPTV1RIV1	B000050FZP
A2SATO5BNKWY3Y	B000050FZP
A9KAY47NCPQS	B000050FZP
A2582KMXLK2P06	B000050FZP
A13S959ZBAOU53	B000050FZP
A369A814V5P8WS	B000050FZP
AZAKCIFE27RAA	B000050FZP
A3OXHLG6DIBRW8	B000050FZP
A3D4VYPFBI08C	B000050FZP
A1OWRLSD7LTSQ9	B000050FZP
A450WKBT9ZIM	B000050FZP
ADKZOXAOV8EXD	B000050FZP
A39V5FIHH952HY	B000050FZP
A28X0LT2100RL1	B000050FZP
A204QN2VRUQA9B	B000050FZP
A1DQYPYI53ABM	B000050FZP
A5PRYCSDJC1KH	B000050FZP
A110PC8C5Y7MQD	B000050FZP
A2ZV8W46FZWCLJ	B000050FZP
A3J5FRMMZ8NN8P	B000050FZP
A16MDO5SB7QVDK	B000050FZP
A1TJT6GXDGNN8Q	B000050FZP
A9NHT8AK5720B	B000050FZP
A1CPRP3VFJRS1R	B000050FZP
A2R6RA8FRBS608	B000050FZP
A31CRZQPDIW00C	B000050FZP
A12WMDXRUQPWB2	B000050FZP
AJLPS4A9HGOQK	B000050FZP
A7M7JDSCN0HMM	B000050FZP
AE93PR77YBAE7	B000050FZP
AQX1V1UT92QO	B000050FZP
A1P7DGDY9RC1E2	B000050FZP
ACQYIC13JXAOI	B000050FZP
A2F7XU97CYFHDY	B0000538AC
A1BTG38XSGYLW3	B0000538AC
A3LVTATM6TO27B	B0000538AC
ALOWEXH7NJVJB	B0000538AC
A1P2XYD265YE21	B0000538AC
A16GBXDS51J019	B0000538AC
ANN9BS3NTE93N	B0000538AC
A1FVP6G8W3O8ZA	B0000538AC
AUAX1QWUCYKSX	B0000538AC
A3I1BJIFFM4S21	B0000538AC
A1LAAZUR8YFRW8	B0000538AC
A2582KMXLK2P06	B0000538AC
A9JLE9BISQFUB	B0000538AC
A1S1YWNZEJPVAB	B0000538AC
A35JP8KSV9281K	B0000538AC
A384DLXD0474VH	B0000538AC
A2G9UDL72YUTT8	B0000538AC
AFVDHQ4W359NH	B0000538AC
AGXV8E7XK9J6H	B0000538AC
A26KHZE0HTS057	B0000538AC
A2HOLM5I1ARX9J	B0000538AC
A1IHK8GL1ESOND	B0000538AC
A3QUDXLOJTKEP9	B0000538AC
AOXMWBNDZDJ9L	B0000538AC
AZAKCIFE27RAA	B0000538AC
A2IFKH3TJ10387	B0000538AC
A3SKMWPVR5CO1H	B0000538AC
A39LRLKACX89IP	B0000538AC
A1FCQI065T3HYH	B0000538AC
A1Z54EM24Y40LL	B0000538AC
AHFGCH8LANEZK	B0000538AC
A3U5CZ3PV82JXD	B0000538AC
ATS7LYGLUX34L	B0000538AC
A10ZBR6O8S8OCY	B0000538AC
AV111BU36Q2FW	B0000538AC
AKJHHD5VEH7VG	B0000538AC
A2YCUCEYXT9VHX	B0000538AC
AQH1SWR5HA413	B0000538AC
A6LUXI8I8BU6P	B0000538AC
A1TS45JWJVOSSW	B0000538AC
A3IR834T7AROBT	B0000538AC
A3QS4WWC1LCA6H	B0000538AC
A1DW1FK1H3F2TM	B0000538AC
A235UFZGCFN3J5	B0000538AC
A2KMY4RVMJ1EP6	B0000538AC
A3M174IC0VXOS2	B0000538AC
A8WEXFRWX1ZHH	B0000538AC
A32E5G5T902WRV	B0000538AC
A1M5ZT35YX6TIN	B0000538AC
A1ZZ85SS43PCDJ	B0000538AC
AYNNJ0DBGL5H7	B0000538AC
A3MZNRSDQ32UUH	B0000538AC
A69GBB918D2PP	B0000538AC
A1HOLJW15Q5S5V	B0000538AC
A32B6XWNR55SRL	B0000538AC
A1ILWPH1GHUXE2	B0000538AC
A33X80DIINN48Y	B0000538AC
A9GPCR9WJQCCJ	B0000538AC
ATLO3YXU2BC16	B0000538AC
A1X1CEGHTHMBL1	B0000538AC
ASGI7E0AJ8H5X	B0000538AC
A3T8WOFS5RD2IR	B0000538AC
A1Q4MNIUESQTBM	B0000538AC
A1WT96X9NC0D9G	B0000538AC
AGVDI7RLT24WJ	B0000538AC
A2FVD05Z2FYW1P	B0000538AC
A2OS3TIVAKUAHG	B0000538AC
AQYYUN3T7B0WM	B0000538AC
A36MS27KAA5S26	B0000538AC
AF74UAKV3Q3W0	B0000538AC
A4KJTS5P78ICU	B0000538AC
A11LNPG39A2ZV4	B0000538AC
A3S15YGZ6W6EV2	B0000538AC
AGBFIQMV9L61Y	B0000538AC
A3NDUBKYPI47N2	B0000538AC
A17O9AHKHK66AI	B0000538AC
A2RHV42BTJSVON	B0000538AC
A2MNB77YGJ3CN0	B0000538AC
A1S7BFT0HDF3HA	B0000538AC
A1ALOTXWL76OY7	B0000538AC
A3QDDEW6RXVEAY	B0000538AC
A2VJJ2POCLMED7	B0000538AC
A1F7AFVBKHSOT8	B0000538AC
AXR3CV6A4FMBG	B0000538AC
AD9MNP7YY3BS	B0000538AC
A35Q0RBM3YNQNF	B0000538AC
A1D6PWUMDY9F7V	B0000538AC
